"UNITID_P","INSTNM","BRANCH","Address","City","State","Zip","sector_cd","sector_desc","men_total","women_total","total","MURD5","NEG_M5","FORCIB5","NONFOR5","ROBBE5","AGG_A5","BURGLA5","VEHIC5","ARSON5","MURD6","NEG_M6","FORCIB6","NONFOR6","ROBBE6","AGG_A6","BURGLA6","VEHIC6","ARSON6","MURD7","NEG_M7","FORCIB7","NONFOR7","ROBBE7","AGG_A7","BURGLA7","VEHIC7","ARSON7","FILTER05","FILTER06","FILTER07"
24048001,"University of Wisconsin-Stevens Point","Main Campus","MAIN ST","STEVENS POINT","WI",54481,1,"Public, 4-year or above",4158,4957,9115,0,0,5,0,0,0,6,1,1,0,0,7,0,0,0,7,0,1,0,0,6,0,0,0,0,0,1,1,1,1
24050501,"Casper College","Casper College","125 College Drive","Casper","WY",826014699,4,"Public, 2-year",1754,2438,4192,0,0,2,0,0,0,6,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,3,1,0,1,1,1
24051401,"Central Wyoming College","Central Wyoming College Main Campus","2660 Peck Avenue","Riverton","WY",82501,4,"Public, 2-year",NA,NA,NA,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,1,0,1,1,1
24059601,"Eastern Wyoming College","Main Campus","3200 WEST C ST","TORRINGTON","WY",82240,4,"Public, 2-year",568,937,1505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24059602,"Eastern Wyoming College","Douglas Campus","203 North 6th","Douglas","WY",82633,4,"Public, 2-year",568,937,1505,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,1
24062001,"Laramie County Community College","Main Campus","1400 E COLLEGE DR","CHEYENNE","WY",82007,4,"Public, 2-year",1945,2818,4763,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,0,1,8,1,0,1,1,1
24062002,"Laramie County Community College","Albany County Campus","1125 Boulder Dr.","Laramie","WY",82070,4,"Public, 2-year",1945,2818,4763,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,1
24065701,"Northwest College","Northwest College","231 W 6TH ST","POWELL","WY",82435,4,"Public, 2-year",687,1060,1747,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,2,0,0,1,1,1
24066601,"Sheridan College","Sheridan College","3059 S COFFEEN AVE","SHERIDAN","WY",82801,4,"Public, 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,5,0,0,1,1,1
24069301,"Western Wyoming Community College","Main Campus","2500 COLLEGE DR","ROCK SPRINGS","WY",829020428,4,"Public, 2-year",NA,NA,NA,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,1,3,0,0,0,0,0,0,3,1,2,1,1,1
24069302,"Western Wyoming Community College","Green River Center","#1 College Way","Green River","WY",82935,4,"Public, 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24070901,"Cheeks International Academy of Beauty Culture","Main Campus","207 W 18 ST","CHEYENNE","WY",820014413,6,"Private for-profit, 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24071801,"Wyo Tech-Laramie","Main Campus","4373 N 3RD","LARAMIE","WY",820729519,6,"Private for-profit, 2-year",NA,NA,NA,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,17,4,0,0,0,0,0,0,0,17,3,0,1,1,1
24072701,"University of Wyoming","University of Wyoming","1000 E. University Dept. 3434  Old Main #206","LARAMIE","WY",82071,1,"Public, 4-year or above",5699,7176,12875,0,0,3,0,0,0,46,4,0,0,0,9,0,0,0,47,3,0,0,0,4,1,0,0,19,3,2,1,1,1
24073601,"American Samoa Community College","American Samoa Community College","PO BOX 2609","Pago Pago","AS",96799,4,"Public, 2-year",653,1106,1759,0,0,0,0,1,10,11,0,0,0,0,0,0,0,8,5,0,0,0,0,0,0,0,6,3,0,0,1,1,1
24074501,"Guam Community College","Guam Community College","SESAME ST","MANGILAO","GU",96913,4,"Public, 2-year",NA,NA,NA,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24075401,"University of Guam","UOG Main Campus","UOG Station","Mangilao","GU",96923,1,"Public, 4-year or above",1248,2034,3282,0,0,1,0,0,1,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,1,1,1
24079001,"Northern Marianas College","Saipan Campus","Fina Sisu Lane","Saipan","MP",969501250,1,"Public, 4-year or above",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24079002,"Northern Marianas College","Tinian Campus","P. O. Box 459","Tinian","MP",96952,1,"Public, 4-year or above",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24079003,"Northern Marianas College","Rota Campus","P. O. Box 879","Rota","MP",96951,1,"Public, 4-year or above",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24087901,"Institute of Beauty Careers","Main Campus","199 LLORENS TORRES AVE CORNER TO COLL Y TOSTE ST","ARECIBO","PR",613,9,"Private for-profit, less-than 2-year",127,447,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24098501,"Educational Technical College-Bayamon","EDUCATIONAL TECHNICAL COLLEGE","BAYAMON SHOPPING CENTER, SEG #2 SUITE 12","Bayamon","PR",956,9,"Private for-profit, less-than 2-year",139,243,382,0,0,0,0,2,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1
24110001,"American University of Puerto Rico","AMERICAN UNIVERSITY OF PUERTO RICO","Carr. #2, Km.14.4, Bo. Hato Tejas","Bayamon","PR",9602037,2,"Private nonprofit, 4-year or above",NA,NA,NA,0,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,0,0,1,0,1,1,1
24112801,"American University of Puerto Rico","AMERICAN UNIVERSITY OF PUERTO RICO","Carretera Estatal #2 Km.48.1","Manati","PR",6741082,2,"Private nonprofit, 4-year or above",NA,NA,NA,0,0,0,0,2,0,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,2,0,1,1,1
24114601,"American Educational College","Main Campus","PO BOX 62","BAYAMON","PR",960,9,"Private for-profit, less-than 2-year",189,389,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24118201,"Antilles School of Technical Careers","Main Campus","1851 Jordan St.  Ave. Fernandez Juncos","SANTURCE","PR",907,9,"Private for-profit, less-than 2-year",75,155,230,0,0,0,0,1,1,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,0,0,0,1,1,1
24119101,"Universidad Adventista de las Antillas","UNIVERSIDAD ADVENTISTA DE LAS ANTILLAS","CARR 106 KM 2.2 INT","MAYAGUEZ","PR",6800000,2,"Private nonprofit, 4-year or above",377,550,927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24121601,"Atlantic College","Main Campus","COLTON ST. # 9","Guaynabo","PR",918,2,"Private nonprofit, 4-year or above",767,313,1080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24122501,"Bayamon Central University","Bayamon Central University","AVENIDA ZAYA VERDE  REPARTO LA MILAGROSA","BAYAMON","PR",959,2,"Private nonprofit, 4-year or above",NA,NA,NA,0,0,0,0,3,0,4,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,6,0,6,0,0,1,1,1
24130401,"Columbia Centro Universitario","Campus Name","CARR 183 KM 1 7","CAGUAS","PR",725,3,"Private for-profit, 4-year or above",NA,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24133101,"Carlos Albizu University","Main Campus","SAN FRANCISCO ST  151 OLD SAN JUAN","SAN JUAN","PR",9023711,2,"Private nonprofit, 4-year or above",147,741,888,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24137701,"Caribbean University-Bayamon","Main Campus","CARR 167  KM 21.2","BAYAMON","PR",9600493,2,"Private nonprofit, 4-year or above",723,1000,1723,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,1,1
24138601,"Caribbean University-Carolina","Carolina","CALLE IGNACIO ARZUAGA #6","CAROLINA","PR",979,2,"Private nonprofit, 4-year or above",298,456,754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24139501,"Pontifical Catholic University of Puerto Rico-Arecibo","Main Campus","PO BOX 144045","ARECIBO","PR",6144045,2,"Private nonprofit, 4-year or above",187,485,672,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24141001,"Pontifical Catholic University of Puerto Rico-Ponce","Main Campus","2250 AVE LAS AMERICAS","PONCE","PR",7179997,2,"Private nonprofit, 4-year or above",NA,NA,NA,0,0,0,0,10,0,11,0,0,0,0,0,0,12,0,8,0,0,0,0,0,0,7,0,2,0,0,1,1,1
24151701,"Centro de Estudios Multidisciplinarios","Main Campus","1206  13th. STREET  EXT SAN AGUSTIN","SAN JUAN","PR",9261931,5,"Private nonprofit, 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24161401,"Colegio Biblico Pentecostal de Puerto Rico","Colegio Biblico Pentecostal de Puerto Rico","Road 848 Km. 0.6 Callejon Marquez","Saint Just","PR",9780901,2,"Private nonprofit, 4-year or above",141,116,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,1,1,1
24172001,"Colegio Universitario de San Juan","COLEGIO  UNIVERSITARIO DE SAN JUAN","180 JOSE OLIVER ST TRES MONJITAS  IND. PARK","San Juan","PR",918,1,"Public, 4-year or above",NA,NA,NA,0,0,0,0,3,3,0,2,0,0,0,0,0,3,1,1,0,0,0,0,0,0,3,3,0,0,0,1,1,1
24173901,"Universidad Metropolitana","Main Campus","AVE. ANA G. MENDEZ KM 0.3","CUPEY","PR",9281345,2,"Private nonprofit, 4-year or above",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,1,1,1
24173902,"Universidad Metropolitana","UNIVERSIDAD METROPOLITANA EN AGUADILLA","CARR 111 AGUADILLA","AGUADILLA","PR",605,2,"Private nonprofit, 4-year or above",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24173903,"Universidad Metropolitana","UNIVERSIDAD METROPOLITANA EN JAYUYA","CALLE CATALINA FIGUERAS #2 CENTRO","San Juan","PR",664,2,"Private nonprofit, 4-year or above",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24173904,"Universidad Metropolitana","UNIVERSIDAD METROPOLITANA EN BAYAMON","CENTRO DE GOBIERNO BAYAMON EDIF B Y C","BAYAMON","PR",960,2,"Private nonprofit, 4-year or above",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24176601,"Puerto Rico Conservatory of Music","Main Campus","URB ROOSEVELT 350 RAFAEL LAMAR ST","SAN JUAN","PR",9182199,1,"Public, 4-year or above",NA,NA,NA,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1
24183601,"EDP College of Puerto Rico Inc-San Sebastian","San Sebastian Campus","Betances 49","San Sebastian","PR",685,3,"Private for-profit, 4-year or above",220,615,835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24190601,"Emmas Beauty Academy","Main Campus","CALLE MUNOZ RIVERA 9 OESTE","MAYAGUEZ","PR",680,9,"Private for-profit, less-than 2-year",37,115,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24190602,"Emmas Beauty Academy","Aguada Branch Campus","Road 417 Km. 3.6 interior Bo. Guanabano","Aguada","PR",602,9,"Private for-profit, less-than 2-year",37,115,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24195101,"Escuela de Artes Plasticas de Puerto Rico","Antiguo Manicomio and Hospital La Concepci?n","CAMPO DEL MORRO BARRIO BALLAJA & SAN SEBASTIAN ST","SAN JUAN","PR",9021112,1,"Public, 4-year or above",225,269,494,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
24211201,"Huertas Junior College","Main Campus","#41 HECTOR R BUNKER  ST","CAGUAS","PR",726,6,"Private for-profit, 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24212101,"Humacao Community College","HUMACAO COMMUNITY COLLEGE","Georgetti St 69","Humacao","PR",792,5,"Private nonprofit, 2-year",229,405,634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24213001,"ICPR Junior College-Arecibo","ARECIBO CAMPUS","20 SAN PATRICIO","ARECIBO","PR",6140067,6,"Private for-profit, 2-year",206,244,450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24214901,"ICPR Junior College-Mayaguez","Mayaguez Campus","80 WEST MCKINLEY ST","MAYAGUEZ","PR",6811108,6,"Private for-profit, 2-year",240,292,532,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24231601,"Instituto de Educacion Tecnica Ocupacional La Reine","Main Campus","AVENIDA COLON A 8","MANATI","PR",6740000,9,"Private for-profit, less-than 2-year",112,201,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24241301,"Hispanic American College","Main Campus","Calle Ruiz Belvis #52-54","Caguas","PR",725,9,"Private for-profit, less-than 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24242201,"Instituto de Banca y Comercio Inc","Main Campus","1660 CALLE SANTA ANA","SAN JUAN","PR",9092309,9,"Private for-profit, less-than 2-year",NA,NA,NA,0,0,0,0,6,0,6,3,0,0,0,0,0,4,0,0,2,0,0,0,0,0,10,1,0,3,0,1,1,1
24255601,"Instituto Tecnologico de Puerto Rico-Recinto de Guayama","Main Campus","URB. VIVES, FINAL","GUAYAMA","PR",7850000,4,"Public, 2-year",417,242,659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24256501,"Instituto Tecnologico de Puerto Rico-Recinto de Ponce","Instituto Tecnologico de P.R.-Recinto de Ponce","CANDIDO HOYOS 4820 URB. PERLA DEL SUR","PONCE","PR",717,4,"Public, 2-year",504,232,736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24258301,"Instituto Tecnologico de Puerto Rico-Recinto de San Juan","INSTITUTO TECNOLOGICO DE PR-RECINTO DE SAN JUAN","CALLE ALEGRIA FINAL URB LAS VIRTUDES","SAN JUAN","PR",924,4,"Public, 2-year",526,215,741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,1
24261701,"Inter American University of Puerto Rico-San German","SAN GERMAN CAMPUS","INTERAMERICAN UNIVERSITY AVENUE","SAN GERMAN","PR",6839801,2,"Private nonprofit, 4-year or above",2492,3129,5621,0,0,0,0,0,0,12,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,15,0,0,0,0,1,1,1
24262601,"Inter American University of Puerto Rico-Aguadilla","Aguadilla Campus","P.O. BOX 20000","AGUADILLA","PR",605,2,"Private nonprofit, 4-year or above",1795,2467,4262,0,0,0,0,8,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,0,0,8,1,0,0,0,1,1,1
24263501,"Inter American University of Puerto Rico-Arecibo","Arecibo Campus","BO SAN DANIEL SECTOR LAS CANELAS CARR 2","ARECIBO","PR",614,2,"Private nonprofit, 4-year or above",1663,2859,4522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1
24264401,"Inter American University of Puerto Rico-Barranquitas","INTER AMERICAN UNIVERSITY PUERTO RICO-BARRANQUITAS","BO HELECHAL CARR 156 INTERSECCION 719","BARRANQUITAS","PR",7940517,2,"Private nonprofit, 4-year or above",643,1531,2174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1
24265301,"Inter American University of Puerto Rico-Metro","INTERAMERICAN UNIVERSITY Metropolitan Campus","CARRETERA #1 KM 16. 3 ESQ CALLE FRANCISCO SEIN","SAN JUAN","PR",9191293,2,"Private nonprofit, 4-year or above",4249,6361,10610,0,0,0,0,1,0,0,0,0,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,8,0,0,1,1,1
24266201,"Inter American University of Puerto Rico-Ponce","PONCE CAMPUS","104 TURPO INDUSTRIAL PARK RD1","MERCEDITA","PR",7151602,2,"Private nonprofit, 4-year or above",2010,3466,5476,0,0,0,0,0,0,6,0,0,0,0,0,0,2,1,12,0,0,0,0,0,0,0,0,1,0,0,1,1,1
24266202,"Inter American University of Puerto Rico-Ponce","centro de estudios ciberneticos","Centro Comercial Plaza del Caribe","Ponce","PR",717,2,"Private nonprofit, 4-year or above",2010,3466,5476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,1
24266203,"Inter American University of Puerto Rico-Ponce","centro de estudios ciberneticos","Calle Pasarell esquina Vibaldi #47","Yauco","PR",698,2,"Private nonprofit, 4-year or above",2010,3466,5476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,1
24266204,"Inter American University of Puerto Rico-Ponce","centro de estudios ciberneticos","Plaza del Mercado Edificio A 2do Nivel,","Juana Diaz","PR",795,2,"Private nonprofit, 4-year or above",2010,3466,5476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,1
24266205,"Inter American University of Puerto Rico-Ponce","centro de estudios ciberneticos","Paseo Pedro Albizu Campos, B.o Tierra Santa","Villalba","PR",766,2,"Private nonprofit, 4-year or above",2010,3466,5476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,1
24268001,"Inter American University of Puerto Rico-Fajardo","UIPR FAJARDO CAMPUS","CALLE UNION-BATEY CENTRAL CARR 195","FAJARDO","PR",7387003,2,"Private nonprofit, 4-year or above",675,1476,2151,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1
24269901,"Inter American University of Puerto Rico-Guayama","INTER AMERICAN UNIV. OF PUERTO RICO-GUAYAMA CAMPUS","BO MACHETE ST. 744 KM 1.2","GUAYAMA","PR",784,2,"Private nonprofit, 4-year or above",674,1584,2258,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1
24270501,"Inter American University of Puerto Rico-Bayamon","Main Campus","500 ROAD 830","BAYAMON","PR",957,2,"Private nonprofit, 4-year or above",2962,2240,5202,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1
24272301,"Inter American University of Puerto Rico-School of Law","FACULTAD DE DERECHO","CALLE FEDERICO COSTA 170 SECTOR TRES MONJITAS","San Juan","PR",9368351,2,"Private nonprofit, 4-year or above",365,459,824,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24274101,"Puerto Rico Technical Junior College Inc","Main Campus","PONCE DE LEON AVE #703 HATO REY","SAN JUAN","PR",917,6,"Private for-profit, 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
24275001,"International Technical College","Main Campus","104 LOAIZA CORDERO ST","SAN JUAN","PR",9183325,9,"Private for-profit, less-than 2-year",70,31,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24282001,"Liceo de Arte y Tecnologia","LICEO DE ARTE Y TECNOLOGIA","405 Ponce de Le?n Ave.","San Juan","PR",9192346,8,"Private nonprofit, less-than 2-year",1424,159,1583,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24288401,"MBTI Business Training Institute","Main Campus","1256 PONCE DE LEON AVE","SANTURCE","PR",9073917,9,"Private for-profit, less-than 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24294501,"Modern Hairstyling Institute","Main Campus","DR VEVE 57","BAYAMON","PR",961,9,"Private for-profit, less-than 2-year",47,142,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24295401,"Modern Hairstyling Institute","Main Campus","VISTA AZUL SHOPPING CENTER #2 KM.30.0","ARECIBO","PR",612,9,"Private for-profit, less-than 2-year",9,47,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24297201,"National College of Business and Technology-Bayamon","Main Campus","ST RD 2 NATIONAL COLLEGE PLAZA BLDG. KM.","BAYAMON","PR",9602036,3,"Private for-profit, 4-year or above",636,1772,2408,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1
24298101,"National College of Business and Technology-Arecibo","BRANCH CAMPUS","ARECIBO CENTRO PLZ AVE MANUEL PEREZ AVILES","ARECIBO","PR",612,3,"Private for-profit, 4-year or above",466,1151,1617,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,1,1,1
24307201,"Ponce Paramedical College Inc","Main Campus","ESQ ACACIA 1213 VILLA FLORES URB","PONCE","PR",7162906,6,"Private for-profit, 2-year",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24308101,"Ponce School of Medicine","Ponce School of Medicine","Urb Industrial Reparada 2 #388","PONCE","PR",732,2,"Private nonprofit, 4-year or above",NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1
24310601,"University of Puerto Rico-Aguadilla","Main Campus","Belt St","Ramey","PR",6046150,1,"Public, 4-year or above",1139,1987,3126,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,1,1,1
24311501,"University of Puerto Rico-Arecibo","Main Campus","FINCA LAS DUNAS CARR 653 RUTA 129 KM 8","ARECIBO","PR",6144010,1,"Public, 4-year or above",NA,NA,NA,0,0,1,0,2,3,53,2,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,47,0,0,1,1,1
24313301,"University of Puerto Rico-Bayamon","Main Campus","Road 174 #170 Minillas Industrial Park","Bayamon","PR",9591911,1,"Public, 4-year or above",2238,2678,4916,0,0,0,0,14,2,17,10,0,0,0,0,0,0,1,11,15,0,0,0,1,0,0,1,19,5,0,1,1,1
24314201,"University of Puerto Rico-Carolina","Main Campus","CARRETERA 887 BO SAN ANTON","Carolina","PR",9844800,1,"Public, 4-year or above",1565,2754,4319,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,1,1,1
24315101,"University of Puerto Rico-Cayey University College","UPR-Cayey","205,Antonio R. Barcelo Ave.","Cayey","PR",736,1,"Public, 4-year or above",1051,2609,3660,0,0,0,0,0,1,14,1,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,8,0,0,1,1,1
24317901,"University of Puerto Rico-Humacao","University of Puerto Rico at Humacao","100 RD 908","Humacao","PR",7914300,1,"Public, 4-year or above",1379,3163,4542,0,0,0,0,2,0,5,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,7,0,0,1,1,1
24318801,"University of Puerto Rico-Utuado","UNIVERSITY OF PUERTO RICO AT UTUADO","PO BOX 2500 CARR. # 10 KM. 52.2","UTUADO","PR",641,1,"Public, 4-year or above",642,962,1604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
24319701,"University of Puerto Rico-Mayaguez","Main Campus","POST ST","MAYAGUEZ","PR",681,1,"Public, 4-year or above",6554,6306,12860,0,0,0,0,11,2,1,1,0,0,0,0,0,3,2,0,0,0,0,0,0,0,3,3,1,0,0,1,1,1
24320301,"University of Puerto Rico-Medical Sciences Campus","Main Campus","Rio Piedras Medical Center, Americo Miranda Avenue","SAN JUAN","PR",9365067,1,"Public, 4-year or above",NA,NA,NA,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
24321201,"University of Puerto Rico in Ponce","Main Campus","2151 Santiago de los Caballeros Avenue","PONCE","PR",7169996,1,"Public, 4-year or above",1183,1963,3146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,1,0,0,1,1,1
24322101,"University of Puerto Rico-Rio Piedras Campus","University of Puerto Rico-Rio Piedras Campus","PONCE DE LEON  AVE","San Juan","PR",9313353,1,"Public, 4-year or above",NA,NA,NA,0,0,0,0,10,0,33,4,2,0,0,0,0,11,0,6,20,0,0,0,0,0,9,6,15,30,0,1,1,1
24334601,"Universidad Del Este","Main Campus","CARR. # 190 Km. 1.8, BO. SABANA ABAJO","CAROLINA","PR",9842010,2,"Private nonprofit, 4-year or above",3597,7697,11294,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
