"zip","TOTAL10","TOTAL11","TOTAL5","TOTAL7","TOTAL12","TOTAL9","TOTAL6","TOTAL13","TOTAL8","TOTAL15","TOTAL14","RAPE5","RAPE6","RAPE7","RAPE8","RAPE9","RAPE10","RAPE11","RAPE12","RAPE15","RAPE14","RAPE13","latitude","longitude","state","sector_desc.x","INSTNM","primary_city","county"
85721,40223,40223,37217,38767,40223,39236,37217,NA,38767,NA,NA,4,2,8,1,5,1,3,7,NA,NA,NA,32.23,-110.95,"AZ","Public, 4-year or above","University of Arizona","Tucson","Pima County"
85721,NA,NA,NA,NA,NA,NA,NA,42595,NA,42595,42595,NA,NA,NA,NA,NA,NA,NA,NA,10,11,9,32.23,-110.95,"AZ",NA,"University of Arizona","Tucson","Pima County"
85739,7018,7018,NA,NA,7018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,32.54,-110.95,"AZ",NA,"Central Arizona College","Tucson","Pinal County"
85745,NA,NA,NA,NA,NA,NA,NA,357,NA,357,357,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,32.25,-111.08,"AZ",NA,"Carrington College-Tucson","Tucson","Pima County"
85901,NA,NA,4686,4636,NA,3917,4686,NA,4636,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,34.23,-110.07,"AZ","Public, 2-year","Northland Pioneer College","Show Low","Navajo County"
85901,3718,3718,NA,NA,3718,NA,NA,3354,NA,3354,3354,NA,NA,NA,NA,NA,0,1,0,0,0,0,34.23,-110.07,"AZ",NA,"Northland Pioneer College","Show Low","Navajo County"
85902,NA,NA,NA,NA,NA,NA,NA,29021,NA,29021,29021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,34.25,-110.02,"AZ",NA,"Northern Arizona University","Show Low","Navajo County"
85925,NA,NA,4686,4636,NA,3917,4686,NA,4636,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,34.09,-109.32,"AZ","Public, 2-year","Northland Pioneer College","Eagar","Apache County"
85928,NA,NA,4686,4636,NA,NA,4686,NA,4636,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,34.53,-110.44,"AZ","Public, 2-year","Northland Pioneer College","Heber","Navajo County"
85936,3718,3718,4686,4636,3718,3917,4686,3354,4636,3354,3354,0,0,0,0,0,0,0,0,0,0,0,34.56,-109.33,"AZ","Public, 2-year","Northland Pioneer College","Saint Johns","Apache County"
85937,NA,NA,4686,4636,NA,3917,4686,NA,4636,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,34.57,-110.06,"AZ","Public, 2-year","Northland Pioneer College","Snowflake","Navajo County"
85937,3718,3718,NA,NA,3718,NA,NA,3354,NA,3354,3354,NA,NA,NA,NA,NA,0,0,0,0,0,0,34.57,-110.06,"AZ",NA,"Northland Pioneer College","Snowflake","Navajo County"
85938,3718,3718,NA,NA,3718,NA,NA,3354,NA,3354,3354,NA,NA,NA,NA,NA,0,0,0,0,0,0,34.04,-109.2,"AZ",NA,"Northland Pioneer College","Springerville","Apache County"
85941,3718,3718,4686,4636,3718,3917,4686,3354,4636,3354,3354,0,0,0,0,0,0,0,1,0,0,0,33.8,-110.09,"AZ","Public, 2-year","Northland Pioneer College","Whiteriver","Apache County"
86001,NA,NA,3664,3981,NA,NA,3664,NA,3981,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,35.23,-111.72,"AZ","Public, 2-year","Coconino County Community College","Flagstaff","Coconino County"
86001,NA,NA,NA,NA,NA,NA,NA,137,NA,137,137,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,35.23,-111.72,"AZ",NA,"CollegeAmerica-Flagstaff","Flagstaff","Coconino County"
86004,NA,NA,197,279,NA,NA,197,NA,279,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,35.29,-111.32,"AZ","Private for-profit, 2-year","College America","Flagstaff","Coconino County"
86004,NA,NA,52,NA,NA,NA,52,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.29,-111.32,"AZ","Private for-profit, less-than 2-year","Artistic Beauty Colleges-Flagstaff","Flagstaff","Coconino County"
86004,NA,NA,3664,3981,NA,NA,3664,NA,3981,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,35.29,-111.32,"AZ","Public, 2-year","Coconino County Community College","Flagstaff","Coconino County"
86004,59,59,NA,59,59,53,NA,44,59,44,44,NA,NA,0,0,0,0,0,0,0,0,0,35.29,-111.32,"AZ",NA,"Empire Beauty School-Flagstaff","Flagstaff","Coconino County"
86004,255,255,NA,NA,255,284,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,35.29,-111.32,"AZ",NA,"College America-Flagstaff","Flagstaff","Coconino County"
86004,NA,NA,NA,NA,NA,NA,NA,3540,NA,3540,3540,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,35.29,-111.32,"AZ",NA,"Coconino Community College","Flagstaff","Coconino County"
86005,NA,NA,NA,NA,NA,NA,NA,3540,NA,3540,3540,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,"AZ",NA,"Coconino Community College","Flagstaff","Coconino County"
86011,25991,25991,21347,23597,25991,25359,21347,29021,23597,29021,29021,6,7,8,10,12,7,13,16,20,9,14,35.18,-111.66,"AZ","Public, 4-year or above","Northern Arizona University","Flagstaff","Coconino County"
86021,5220,5220,5879,6702,5220,6107,5879,4360,6702,4360,4360,0,0,0,0,0,0,0,0,0,0,0,36.97,-112.98,"AZ","Public, 2-year","Mohave Community College","Colorado City","Mohave County"
86023,NA,NA,4686,4636,NA,NA,4686,NA,4636,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,36.03,-112.02,"AZ","Public, 2-year","Northland Pioneer College","Grand Canyon","Coconino County"
86025,NA,NA,4686,4636,NA,3917,4686,NA,4636,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,34.94,-110.09,"AZ","Public, 2-year","Northland Pioneer College","Holbrook","Navajo County"
86025,NA,NA,4686,4636,NA,3917,4686,NA,4636,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,34.94,-110.09,"AZ","Public, 2-year","Northland Pioneer College","Holbrook","Navajo County"
86025,NA,NA,4686,4636,NA,3917,4686,NA,4636,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,34.94,-110.09,"AZ","Public, 2-year","Northland Pioneer College","Holbrook","Navajo County"
86025,NA,NA,4686,4636,NA,3917,4686,NA,4636,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,34.94,-110.09,"AZ","Public, 2-year","Northland Pioneer College","Holbrook","Navajo County"
86025,NA,NA,4686,4636,NA,3917,4686,NA,4636,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,34.94,-110.09,"AZ","Public, 2-year","Northland Pioneer College","Holbrook","Navajo County"
86025,NA,NA,4686,4636,NA,3917,4686,NA,4636,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,34.94,-110.09,"AZ","Public, 2-year","Northland Pioneer College","Holbrook","Navajo County"
86025,NA,NA,4686,4636,NA,3917,4686,NA,4636,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,34.94,-110.09,"AZ","Public, 2-year","Northland Pioneer College","Holbrook","Navajo County"
86025,NA,NA,4686,4636,NA,3917,4686,NA,4636,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,34.94,-110.09,"AZ","Public, 2-year","Northland Pioneer College","Holbrook","Navajo County"
86025,3718,3718,NA,NA,3718,NA,NA,3354,NA,3354,3354,NA,NA,NA,NA,NA,0,0,0,0,0,0,34.94,-110.09,"AZ",NA,"Northland Pioneer College","Holbrook","Navajo County"
86033,NA,NA,1657,1935,NA,2021,1657,NA,1935,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,36.64,-110.18,"AZ","Public, 2-year","Dine College","Kayenta","Navajo County"
86033,3718,3718,NA,NA,3718,3917,NA,3354,NA,3354,3354,NA,NA,NA,NA,0,0,0,0,0,0,0,36.64,-110.18,"AZ",NA,"Northland Pioneer College","Kayenta","Navajo County"
86034,3718,3718,4686,4636,3718,3917,4686,3354,4636,3354,3354,0,0,0,0,0,0,0,0,0,0,0,35.76,-110.25,"AZ","Public, 2-year","Northland Pioneer College","Keams Canyon","Navajo County"
86040,NA,NA,3664,3981,NA,NA,3664,NA,3981,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,36.68,-111.41,"AZ","Public, 2-year","Coconino County Community College","Page","Coconino County"
86040,NA,NA,NA,NA,NA,NA,NA,3540,NA,3540,3540,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.68,-111.41,"AZ",NA,"Coconino Community College","Page","Coconino County"
86045,1970,1970,1657,1935,1970,2021,1657,1490,1935,1490,1490,0,0,0,0,0,0,0,0,0,0,0,36.09,-111.13,"AZ","Public, 2-year","Dine College","Tuba City","Coconino County"
86046,NA,NA,3664,3981,NA,NA,3664,NA,3981,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,35.37,-112.26,"AZ","Public, 2-year","Coconino County Community College","Williams","Coconino County"
86047,3718,3718,NA,NA,3718,NA,NA,3354,NA,3354,3354,NA,NA,NA,NA,NA,0,0,1,0,0,0,35.1,-110.64,"AZ",NA,"Northland Pioneer College","Winslow","Navajo County"
86301,NA,NA,120,1672,NA,NA,120,NA,1672,NA,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,34.62,-112.42,"AZ","Private nonprofit, 4-year or above","Embry Riddle Aeronautical University-Prescott","Prescott","Yavapai County"
86301,8283,8283,9060,8276,8283,7837,9060,7385,8276,7385,7385,1,0,0,0,0,2,1,1,0,0,0,34.62,-112.42,"AZ","Public, 2-year","Yavapai College","Prescott","Yavapai County"
86301,8283,8283,9060,8276,8283,7837,9060,7385,8276,7385,7385,1,0,0,0,0,2,1,1,0,0,0,34.62,-112.42,"AZ","Public, 2-year","Yavapai College","Prescott","Yavapai County"
86301,8283,8283,9060,8276,8283,7837,9060,7385,8276,7385,7385,1,0,0,0,0,0,0,0,0,0,0,34.62,-112.42,"AZ","Public, 2-year","Yavapai College","Prescott","Yavapai County"
86301,8283,8283,9060,8276,8283,7837,9060,7385,8276,7385,7385,1,0,0,0,0,0,0,0,0,0,0,34.62,-112.42,"AZ","Public, 2-year","Yavapai College","Prescott","Yavapai County"
86301,8283,8283,9060,8276,8283,7837,9060,7385,8276,7385,7385,1,0,0,0,0,2,1,1,0,0,0,34.62,-112.42,"AZ","Public, 2-year","Yavapai College","Prescott","Yavapai County"
86301,8283,8283,9060,8276,8283,7837,9060,7385,8276,7385,7385,1,0,0,0,0,2,1,1,0,0,0,34.62,-112.42,"AZ","Public, 2-year","Yavapai College","Prescott","Yavapai County"
86301,8283,8283,9060,8276,8283,7837,9060,7385,8276,7385,7385,1,0,0,0,0,0,0,0,0,0,0,34.62,-112.42,"AZ","Public, 2-year","Yavapai College","Prescott","Yavapai County"
86301,8283,8283,9060,8276,8283,7837,9060,7385,8276,7385,7385,1,0,0,0,0,0,0,0,0,0,0,34.62,-112.42,"AZ","Public, 2-year","Yavapai College","Prescott","Yavapai County"
86301,1065,1065,NA,1119,1065,1134,NA,819,1119,819,819,NA,NA,0,0,0,0,0,2,0,0,0,34.62,-112.42,"AZ",NA,"Prescott College","Prescott","Yavapai County"
86301,1724,1724,NA,NA,1724,1723,NA,2265,NA,2265,2265,NA,NA,NA,NA,3,1,0,0,0,0,2,34.62,-112.42,"AZ",NA,"Embry-Riddle Aeronautical University-Prescott","Prescott","Yavapai County"
86301,NA,NA,NA,NA,NA,NA,NA,29021,NA,29021,29021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,34.62,-112.42,"AZ",NA,"Northern Arizona University","Prescott","Yavapai County"
86303,NA,NA,116,NA,NA,NA,116,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.49,-112.44,"AZ","Private for-profit, less-than 2-year","Artistic Beauty Colleges-Prescott","Prescott","Yavapai County"
86303,NA,NA,NA,91,NA,NA,NA,NA,91,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,34.49,-112.44,"AZ",NA,"Empire Beauty School-Prescott","Prescott","Yavapai County"
86314,8283,8283,9060,8276,8283,7837,9060,7385,8276,7385,7385,0,0,0,0,0,0,0,0,0,0,0,34.63,-112.31,"AZ","Public, 2-year","Yavapai College","Prescott Valley","Yavapai County"
86314,NA,NA,NA,NA,NA,NA,NA,29021,NA,29021,29021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,34.63,-112.31,"AZ",NA,"Northern Arizona University","Prescott Valley","Yavapai County"
86323,8283,8283,9060,8276,8283,7837,9060,7385,8276,7385,7385,0,0,0,0,0,0,0,0,0,0,0,34.77,-112.45,"AZ","Public, 2-year","Yavapai College","Chino Valley","Yavapai County"
86324,8283,8283,9060,8276,8283,7837,9060,7385,8276,7385,7385,0,0,0,0,0,0,0,0,0,0,0,34.79,-112.1,"AZ","Public, 2-year","Yavapai College","Clarkdale","Yavapai County"
86336,8283,8283,9060,8276,8283,7837,9060,7385,8276,7385,7385,0,0,0,0,0,0,0,0,0,0,0,34.94,-111.94,"AZ","Public, 2-year","Yavapai College","Sedona","Yavapai County"
86403,5220,5220,5879,6702,5220,6107,5879,4360,6702,4360,4360,0,0,0,0,0,0,0,0,0,0,0,34.48,-114.32,"AZ","Public, 2-year","Mohave Community College","Lake Havasu City","Mohave County"
86403,78,78,NA,87,78,82,NA,63,87,63,63,NA,NA,0,0,0,0,0,0,0,0,0,34.48,-114.32,"AZ",NA,"Charles of Italy Beauty College","Lake Havasu City","Mohave County"
86404,NA,NA,NA,NA,NA,NA,NA,51984,NA,51984,51984,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,34.61,-114.3,"AZ",NA,"Arizona State University-Tempe","Lake Havasu City","Mohave County"
86409,5220,5220,5879,6702,5220,6107,5879,4360,6702,4360,4360,0,0,0,0,0,0,0,0,0,0,1,35.24,-114.01,"AZ","Public, 2-year","Mohave Community College","Kingman","Mohave County"
86409,NA,NA,NA,NA,NA,NA,NA,29021,NA,29021,29021,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,35.24,-114.01,"AZ",NA,"Northern Arizona University","Kingman","Mohave County"
86426,NA,NA,NA,NA,NA,NA,NA,13,NA,13,13,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,35,-114.56,"AZ",NA,"All Beauty College","Fort Mohave","Mohave County"
86442,5220,5220,5879,6702,5220,6107,5879,4360,6702,4360,4360,0,0,0,0,0,0,0,0,0,0,0,35.09,-114.57,"AZ","Public, 2-year","Mohave Community College","Bullhead City","Mohave County"
86503,1970,1970,1657,1935,1970,2021,1657,1490,1935,1490,1490,0,0,0,0,0,0,0,0,0,0,0,36.23,-109.57,"AZ","Public, 2-year","Dine College","Chinle","Apache County"
86505,NA,NA,1657,1935,NA,2021,1657,NA,1935,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,35.67,-109.65,"AZ","Public, 2-year","Dine College","Ganado","Apache County"
86515,1970,1970,1657,1935,1970,2021,1657,1490,1935,1490,1490,0,0,0,0,0,0,0,0,0,0,0,35.69,-108.98,"AZ","Public, 2-year","Dine College","Window Rock","McKinley County"
86556,1970,1970,1657,1935,1970,2021,1657,1490,1935,1490,1490,2,1,3,0,0,1,2,0,0,0,0,36.27,-109.26,"AZ","Public, 2-year","Dine College","Tsaile","Apache County"
87004,683,683,NA,683,683,698,NA,NA,683,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,35.31,-106.55,"NM",NA,"University of New Mexico-Los Alamos Campus","Bernalillo","Sandoval County"
87012,6538,6538,5205,5988,6538,6374,5205,6579,5988,6579,6579,0,0,0,0,0,0,0,0,0,0,0,36.11,-106.66,"NM","Private nonprofit, 4-year or above","Beth Medrash Govoha","Coyote","Rio Arriba County"
87012,2313,2313,3045,3023,2313,2555,3045,2122,3023,2122,2122,0,0,0,1,0,0,0,1,0,0,2,36.11,-106.66,"NM","Private nonprofit, 4-year or above","Georgian Court University","Coyote","Rio Arriba County"
87012,NA,NA,NA,NA,NA,NA,NA,9824,NA,9824,9824,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.11,-106.66,"NM",NA,"Seton Hall University","Coyote","Rio Arriba County"
87014,NA,NA,NA,NA,NA,NA,NA,56,NA,56,56,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,35.08,-107.51,"NM",NA,"Yeshiva Yesodei Hatorah","Cubero","Cibola County"
87017,NA,NA,NA,NA,NA,NA,NA,355,NA,355,355,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,36.23,-106.85,"NM",NA,"Star Career Academyâ€“Brick","Gallina","Rio Arriba County"
87020,1141,1141,798,1478,1141,1255,798,824,1478,824,824,0,0,0,0,0,0,0,0,0,1,0,35.15,-107.83,"NM","Public, 2-year","New Mexico State University-Grants","Grants","Cibola County"
87031,NA,NA,NA,2170,NA,NA,NA,NA,2170,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,34.81,-106.73,"NM",NA,"University of New Mexico-Valencia County Branch","Los Lunas","Valencia County"
87031,2322,2322,NA,NA,2322,2428,NA,2246,NA,2246,2246,NA,NA,NA,NA,0,0,0,0,0,0,0,34.81,-106.73,"NM",NA,"University of New Mexico-Valencia County Campus","Los Lunas","Valencia County"
87104,NA,NA,NA,NA,NA,NA,NA,182,NA,182,182,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,35.1,-106.68,"NM",NA,"Aveda Institute-New Mexico","Albuquerque","Bernalillo County"
87105,28323,28323,22759,27999,28323,27677,22759,25760,27999,25760,25760,0,0,0,0,0,0,0,0,0,0,0,34.98,-106.61,"NM","Public, 2-year","Central New Mexico Community College","Albuquerque","Bernalillo County"
87105,NA,NA,NA,383,NA,NA,NA,NA,383,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,34.98,-106.61,"NM",NA,"IIA College","Albuquerque","Bernalillo County"
87105,NA,NA,NA,NA,NA,NA,NA,272,NA,272,272,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,34.98,-106.61,"NM",NA,"Brookline College-Albuquerque","Albuquerque","Bernalillo County"
87106,28323,28323,22759,27999,28323,27677,22759,25760,27999,25760,25760,0,0,0,1,0,1,2,0,0,0,0,35.06,-106.62,"NM","Public, 2-year","Central New Mexico Community College","Albuquerque","Bernalillo County"
87107,NA,NA,163,30,NA,NA,163,82,30,82,82,0,0,0,0,NA,NA,NA,NA,0,0,0,35.11,-106.62,"NM","Private for-profit, less-than 2-year","Universal Therapeutic Massage Institute","Albuquerque","Bernalillo County"
87107,NA,NA,NA,5844,NA,NA,NA,NA,5844,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,35.11,-106.62,"NM",NA,"Apollo College-Phoenix Inc","Albuquerque","Bernalillo County"
87107,NA,NA,NA,NA,NA,NA,NA,442,NA,442,442,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,35.11,-106.62,"NM",NA,"Carrington College-Albuquerque","Albuquerque","Bernalillo County"
87109,NA,NA,5899,5886,NA,NA,5899,NA,5886,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,35.15,-106.58,"NM","Private nonprofit, 4-year or above","Wayland Baptist University","Albuquerque","Bernalillo County"
87109,NA,NA,624,722,NA,NA,624,NA,722,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,35.15,-106.58,"NM","Private for-profit, 4-year or above","ITT Technical Institute-Albuquerque","Albuquerque","Bernalillo County"
87109,NA,NA,160,NA,NA,NA,160,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.15,-106.58,"NM","Private for-profit, less-than 2-year","Kaplan Career Institute","Albuquerque","Bernalillo County"
87109,NA,NA,NA,92,NA,NA,NA,NA,92,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,35.15,-106.58,"NM",NA,"Southwest Acupuncture College-Albuquerque","Albuquerque","Bernalillo County"
87110,NA,NA,716,1003,NA,NA,716,NA,1003,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,35.11,-106.58,"NM","Private for-profit, 2-year","Pima Medical Institute","Albuquerque","Bernalillo County"
87110,NA,NA,716,34,NA,NA,716,NA,34,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,35.11,-106.58,"NM","Private for-profit, 2-year","Pima Medical Institute","Albuquerque","Bernalillo County"
87110,NA,NA,336,432,NA,NA,336,301,432,301,301,0,0,0,0,NA,NA,NA,NA,0,0,0,35.11,-106.58,"NM","Private for-profit, 4-year or above","National American University-Albuquerque","Albuquerque","Bernalillo County"
87110,NA,NA,298,252,NA,NA,298,NA,252,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,35.11,-106.58,"NM","Private for-profit, 4-year or above","The Art Center Design College-Albuquerque","Albuquerque","Bernalillo County"
87110,NA,NA,35,1003,NA,NA,35,NA,1003,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,35.11,-106.58,"NM","Private for-profit, less-than 2-year","Pima Medical Institute","Albuquerque","Bernalillo County"
87110,NA,NA,35,34,NA,NA,35,NA,34,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,35.11,-106.58,"NM","Private for-profit, less-than 2-year","Pima Medical Institute","Albuquerque","Bernalillo County"
87110,NA,NA,1239,NA,NA,NA,1239,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.11,-106.58,"NM","not Dertermined yet","College of Santa Fe at Albuquerque","Albuquerque","Bernalillo County"
87110,18456,18456,NA,19372,18456,19224,NA,NA,19372,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,35.11,-106.58,"NM",NA,"Webster University","Albuquerque","Bernalillo County"
87110,1128,1128,NA,1087,1128,1334,NA,NA,1087,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,NA,35.11,-106.58,"NM",NA,"Olympian University of Cosmetology","Albuquerque","Bernalillo County"
87110,942,942,NA,NA,942,1064,NA,913,NA,913,913,NA,NA,NA,NA,0,0,0,0,0,0,0,35.11,-106.58,"NM",NA,"Pima Medical Institute-Albuquerque","Albuquerque","Bernalillo County"
87110,17651,17651,NA,NA,17651,NA,NA,15490,NA,15490,15490,NA,NA,NA,NA,NA,0,0,0,0,0,0,35.11,-106.58,"NM",NA,"New Mexico State University-Main Campus","Albuquerque","Bernalillo County"
87110,NA,NA,NA,NA,NA,NA,NA,1068,NA,1068,1068,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,35.11,-106.58,"NM",NA,"Olympian Academy of Cosmetology","Albuquerque","Bernalillo County"
87110,NA,NA,NA,NA,NA,NA,NA,5231,NA,5231,5231,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,35.11,-106.58,"NM",NA,"Wayland Baptist University","Albuquerque","Bernalillo County"
87110,NA,NA,NA,NA,NA,NA,NA,112,NA,112,112,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,35.11,-106.58,"NM",NA,"Southwest University of Visual Arts-Albuquerque","Albuquerque","Bernalillo County"
87110,NA,NA,NA,NA,NA,NA,NA,154,NA,154,154,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,35.11,-106.58,"NM",NA,"Toni & Guy Hairdressing Academy-Albuquerque","Albuquerque","Bernalillo County"
87111,28323,28323,22759,27999,28323,27677,22759,25760,27999,25760,25760,0,0,0,0,1,0,1,0,0,0,1,35.14,-106.49,"NM","Public, 2-year","Central New Mexico Community College","Albuquerque","Bernalillo County"
87112,NA,NA,19398,NA,NA,NA,19398,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.1,-106.52,"NM","Private nonprofit, 4-year or above","Webster University","Albuquerque","Bernalillo County"
87112,103,103,92,137,103,120,92,47,137,47,47,0,0,0,0,0,0,0,0,0,0,0,35.1,-106.52,"NM","Private for-profit, less-than 2-year","De Wolff College Hair Styling and Cosmetology","Albuquerque","Bernalillo County"
87113,28323,28323,22759,27999,28323,27677,22759,25760,27999,25760,25760,0,0,0,0,0,0,0,0,0,0,0,35.18,-106.59,"NM","Public, 2-year","Central New Mexico Community College","Albuquerque","Bernalillo County"
87113,NA,NA,4125,5120,NA,NA,4125,NA,5120,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,35.18,-106.59,"NM","Private for-profit, 4-year or above","University of Phoenix-New Mexico Campus","Albuquerque","Bernalillo County"
87113,NA,NA,NA,NA,NA,NA,NA,25760,NA,25760,25760,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,35.18,-106.59,"NM",NA,"Central New Mexico Community College","Albuquerque","Bernalillo County"
87113,NA,NA,NA,NA,NA,NA,NA,953,NA,953,953,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,35.18,-106.59,"NM",NA,"University of Phoenix-New Mexico","Albuquerque","Bernalillo County"
87114,28323,28323,22759,27999,28323,27677,22759,25760,27999,25760,25760,0,0,0,0,0,0,0,1,0,0,0,35.19,-106.69,"NM","Public, 2-year","Central New Mexico Community College","Albuquerque","Bernalillo County"
87114,NA,NA,NA,NA,NA,NA,NA,188,NA,188,188,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,35.19,-106.69,"NM",NA,"National American University-Albuquerque West","Albuquerque","Bernalillo County"
87114,NA,NA,NA,NA,NA,NA,NA,117,NA,117,117,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,35.19,-106.69,"NM",NA,"Pima Medical Institute-Albuquerque West","Albuquerque","Bernalillo County"
87117,NA,NA,NA,NA,NA,NA,NA,13740,NA,13740,13740,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,35.05,-106.59,"NM",NA,"Embry-Riddle Aeronautical University-Worldwide","Kirtland Afb","Bernalillo County"
87120,NA,NA,NA,635,NA,NA,NA,402,635,402,402,NA,NA,0,0,NA,NA,NA,NA,1,0,0,35.13,-106.75,"NM",NA,"Southwestern Indian Polytechnic Institute","Albuquerque","Bernalillo County"
87123,NA,NA,NA,NA,NA,NA,NA,610,NA,610,610,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,35.07,-106.47,"NM",NA,"Brown Mackie College-Albuquerque","Albuquerque","Bernalillo County"
87124,NA,NA,152,226,NA,NA,152,NA,226,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,35.27,-106.66,"NM","Private for-profit, 4-year or above","National American University-Rio Rancho","Rio Rancho","Sandoval County"
87131,29033,29033,NA,27241,29033,28977,NA,27285,27241,27285,27285,NA,NA,3,2,6,2,2,4,12,12,10,35.11,-106.62,"NM",NA,"University of New Mexico-Main Campus","Albuquerque","Bernalillo County"
87144,28323,28323,NA,NA,28323,NA,NA,25760,NA,25760,25760,NA,NA,NA,NA,NA,NA,0,0,0,0,0,35.32,-106.71,"NM",NA,"Central New Mexico Community College","Rio Rancho","Sandoval County"
87185,NA,NA,19398,19372,NA,NA,19398,NA,19372,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,35.11,-106.62,"NM","Private nonprofit, 4-year or above","Webster University","Albuquerque","Bernalillo County"
87301,2807,2807,NA,2839,2807,2955,NA,2454,2839,2454,2454,NA,NA,0,1,0,0,0,0,0,0,0,35.52,-108.73,"NM",NA,"University of New Mexico-Gallup Campus","Gallup","McKinley County"
87313,1970,1970,1657,1935,1970,2021,1657,1490,1935,1490,1490,0,0,0,0,0,0,0,0,0,0,0,35.68,-108.14,"NM","Public, 2-year","Dine College","Crownpoint","McKinley County"
